dmr_variable,form_name,cohort,visit,clinical_variable
MDSUPDRSPostrlTremorRtHndScore,MDS-UPDRS,super-pd,Baseline,mdsupdrspostrltremorrthnds_v2
MDSUPDRSPostrlTremorRtHndScore,MDS-UPDRS,super-pd,Physician_ON,mdsupdrspostrltremorrthnds_2
MDSUPDRSPostrlTremorRtHndScore,MDS-UPDRS,super-pd,Physician_OFF,mdsupdrspostrltremorrthnds
MDSUPDRSFreeFlowSpeechScore,MDS-UPDRS,at-home-pd,Baseline,freeflowspeechscor
MDSUPDRSFreeFlowSpeechScore,MDS-UPDRS,at-home-pd,12 months,freeflowspeechscor
MDSUPDRSFreeFlowSpeechScore,MDS-UPDRS,at-home-pd,24 months,freeflowspeechscor
MDSUPDRSFreeFlowSpeechScore,MDS-UPDRS,at-home-pd,36 months,NA
MDSUPDRSFreeFlowSpeechScore,MDS-UPDRS,super-pd,Baseline,mdsupdrsfreeflowspeechscor_v2
MDSUPDRSFreeFlowSpeechScore,MDS-UPDRS,super-pd,Physician_ON,mdsupdrsfreeflowspeechscor_2
MDSUPDRSFreeFlowSpeechScore,MDS-UPDRS,super-pd,Physician_OFF,mdsupdrsfreeflowspeechscor
MDSUPDRSHoehnYahrStageScore,MDS-UPDRS,at-home-pd,Baseline,hoehnyahrstagescor
MDSUPDRSHoehnYahrStageScore,MDS-UPDRS,at-home-pd,12 months,hoehnyahrstagescor
MDSUPDRSHoehnYahrStageScore,MDS-UPDRS,at-home-pd,24 months,hoehnyahrstagescor
MDSUPDRSHoehnYahrStageScore,MDS-UPDRS,at-home-pd,36 months,NA
MDSUPDRSHoehnYahrStageScore,MDS-UPDRS,super-pd,Baseline,mdsupdrshoehnyahrstagescor_v2
MDSUPDRSHoehnYahrStageScore,MDS-UPDRS,super-pd,Physician_ON,mdsupdrshoehnyahrstagescor_2
MDSUPDRSHoehnYahrStageScore,MDS-UPDRS,super-pd,Physician_OFF,mdsupdrshoehnyahrstagescor
MDSUPDRSLstLDOPADoseTm,MDS-UPDRS,at-home-pd,Baseline,mdsupdrslstldopadosetm
MDSUPDRSLstLDOPADoseTm,MDS-UPDRS,at-home-pd,12 months,mdsupdrslstldopadosetm
MDSUPDRSLstLDOPADoseTm,MDS-UPDRS,at-home-pd,24 months,mdsupdrslstldopadosetm
MDSUPDRSLstLDOPADoseTm,MDS-UPDRS,at-home-pd,36 months,NA
MDSUPDRSLstLDOPADoseTm,MDS-UPDRS,super-pd,Baseline,mdsupdrslstldopadosetm_v2
MDSUPDRSLstLDOPADoseTm,MDS-UPDRS,super-pd,Physician_ON,mdsupdrslstldopadosetm_2
MDSUPDRSLstLDOPADoseTm,MDS-UPDRS,super-pd,Physician_OFF,mdsupdrslstldopadosetm_spd
MDSUPDRSLLERigidScore,MDS-UPDRS,at-home-pd,Baseline,NA
MDSUPDRSLLERigidScore,MDS-UPDRS,at-home-pd,12 months,NA
MDSUPDRSLLERigidScore,MDS-UPDRS,at-home-pd,24 months,NA
MDSUPDRSLLERigidScore,MDS-UPDRS,at-home-pd,36 months,NA
MDSUPDRSLLERigidScore,MDS-UPDRS,super-pd,Baseline,neck_5
MDSUPDRSLLERigidScore,MDS-UPDRS,super-pd,Physician_ON,mdsupdrsrigiditylle_2
MDSUPDRSLLERigidScore,MDS-UPDRS,super-pd,Physician_OFF,mdsupdrsrigiditylle
MDSUPDRSPrimrySrcInfoTyp,MDS-UPDRS,at-home-pd,Baseline,mdsupdrsprimrysrcinfotyp
MDSUPDRSPrimrySrcInfoTyp,MDS-UPDRS,at-home-pd,12 months,mdsupdrsprimrysrcinfotyp
MDSUPDRSPrimrySrcInfoTyp,MDS-UPDRS,at-home-pd,24 months,mdsupdrsprimrysrcinfotyp
MDSUPDRSPrimrySrcInfoTyp,MDS-UPDRS,at-home-pd,36 months,NA
MDSUPDRSPrimrySrcInfoTyp,MDS-UPDRS,super-pd,Baseline,NA
MDSUPDRSPrimrySrcInfoTyp,MDS-UPDRS,super-pd,Physician_ON,NA
MDSUPDRSPrimrySrcInfoTyp,MDS-UPDRS,super-pd,Physician_OFF,mdsupdrsprimrysrcinfotyp_spd
MDSUPDRSDressingScore,MDS-UPDRS,at-home-pd,Baseline,mdsupdrsdressingscore
MDSUPDRSDressingScore,MDS-UPDRS,at-home-pd,12 months,mdsupdrsdressingscore_m12
MDSUPDRSDressingScore,MDS-UPDRS,at-home-pd,24 months,mdsupdrsdressingscore_m12
MDSUPDRSDressingScore,MDS-UPDRS,at-home-pd,36 months,mdsupdrsdressingscore_m12_as
MDSUPDRSDressingScore,MDS-UPDRS,super-pd,Baseline,NA
MDSUPDRSDressingScore,MDS-UPDRS,super-pd,Physician_ON,NA
MDSUPDRSDressingScore,MDS-UPDRS,super-pd,Physician_OFF,mdsupdrsdressingscore_spd
MDSUPDRSAnxsMoodScore,MDS-UPDRS,at-home-pd,Baseline,mdsupdrsanxsmoodscore
MDSUPDRSAnxsMoodScore,MDS-UPDRS,at-home-pd,12 months,mdsupdrsanxsmoodscore
MDSUPDRSAnxsMoodScore,MDS-UPDRS,at-home-pd,24 months,mdsupdrsanxsmoodscore
MDSUPDRSAnxsMoodScore,MDS-UPDRS,at-home-pd,36 months,NA
MDSUPDRSAnxsMoodScore,MDS-UPDRS,super-pd,Baseline,NA
MDSUPDRSAnxsMoodScore,MDS-UPDRS,super-pd,Physician_ON,NA
MDSUPDRSAnxsMoodScore,MDS-UPDRS,super-pd,Physician_OFF,mds_anx
MDSUPDRSLftFtToeTppngScore,MDS-UPDRS,at-home-pd,Baseline,lftfttoetppngscore
MDSUPDRSLftFtToeTppngScore,MDS-UPDRS,at-home-pd,12 months,lftfttoetppngscore
MDSUPDRSLftFtToeTppngScore,MDS-UPDRS,at-home-pd,24 months,lftfttoetppngscore
MDSUPDRSLftFtToeTppngScore,MDS-UPDRS,at-home-pd,36 months,NA
MDSUPDRSLftFtToeTppngScore,MDS-UPDRS,super-pd,Baseline,mdsupdrslftfttoetppngscore_v2
MDSUPDRSLftFtToeTppngScore,MDS-UPDRS,super-pd,Physician_ON,mdsupdrslftfttoetppngscore_2
MDSUPDRSLftFtToeTppngScore,MDS-UPDRS,super-pd,Physician_OFF,mdsupdrslftfttoetppngscore
MDSUPDRSPtClinStatePrknsnMdInd,MDS-UPDRS,at-home-pd,Baseline,ptclinstateprknsnm
MDSUPDRSPtClinStatePrknsnMdInd,MDS-UPDRS,at-home-pd,12 months,ptclinstateprknsnm
MDSUPDRSPtClinStatePrknsnMdInd,MDS-UPDRS,at-home-pd,24 months,ptclinstateprknsnm
MDSUPDRSPtClinStatePrknsnMdInd,MDS-UPDRS,at-home-pd,36 months,NA
MDSUPDRSPtClinStatePrknsnMdInd,MDS-UPDRS,super-pd,Baseline,mdsupdrsptclinstateprknsnm_v2
MDSUPDRSPtClinStatePrknsnMdInd,MDS-UPDRS,super-pd,Physician_ON,mdsupdrsptclinstateprknsnm_2
MDSUPDRSPtClinStatePrknsnMdInd,MDS-UPDRS,super-pd,Physician_OFF,mdsupdrsptclinstateprknsnm
MDSUPDRSSpeechScore,MDS-UPDRS,at-home-pd,Baseline,mdsupdrsspeechscore
MDSUPDRSSpeechScore,MDS-UPDRS,at-home-pd,12 months,mdsupdrsspeechscore_m12
MDSUPDRSSpeechScore,MDS-UPDRS,at-home-pd,24 months,mdsupdrsspeechscore_m12
MDSUPDRSSpeechScore,MDS-UPDRS,at-home-pd,36 months,mdsupdrsspeechscore_m12_as
MDSUPDRSSpeechScore,MDS-UPDRS,super-pd,Baseline,NA
MDSUPDRSSpeechScore,MDS-UPDRS,super-pd,Physician_ON,NA
MDSUPDRSSpeechScore,MDS-UPDRS,super-pd,Physician_OFF,mdsupdrsspeechscore_spd
MDSUPDRSConstipProbScore,MDS-UPDRS,at-home-pd,Baseline,mdsupdrsconstipprobscore
MDSUPDRSConstipProbScore,MDS-UPDRS,at-home-pd,12 months,constipprobscore_m12
MDSUPDRSConstipProbScore,MDS-UPDRS,at-home-pd,24 months,constipprobscore_m12
MDSUPDRSConstipProbScore,MDS-UPDRS,at-home-pd,36 months,constipprobscore_m12_as
MDSUPDRSConstipProbScore,MDS-UPDRS,super-pd,Baseline,NA
MDSUPDRSConstipProbScore,MDS-UPDRS,super-pd,Physician_ON,NA
MDSUPDRSConstipProbScore,MDS-UPDRS,super-pd,Physician_OFF,mdsupdrsconstipprobscore_spd
MDSUPDRSDaytmSleepScore,MDS-UPDRS,at-home-pd,Baseline,mdsupdrsdaytmsleepscore
MDSUPDRSDaytmSleepScore,MDS-UPDRS,at-home-pd,12 months,daytmsleepscore_m12
MDSUPDRSDaytmSleepScore,MDS-UPDRS,at-home-pd,24 months,daytmsleepscore_m12
MDSUPDRSDaytmSleepScore,MDS-UPDRS,at-home-pd,36 months,daytmsleepscore_m12_as
MDSUPDRSDaytmSleepScore,MDS-UPDRS,super-pd,Baseline,NA
MDSUPDRSDaytmSleepScore,MDS-UPDRS,super-pd,Physician_ON,NA
MDSUPDRSDaytmSleepScore,MDS-UPDRS,super-pd,Physician_OFF,mdsupdrsdaytmsleepscore_spd
MDSUPDRSPainOthrSensScore,MDS-UPDRS,at-home-pd,Baseline,mdsupdrspainothrsensscore
MDSUPDRSPainOthrSensScore,MDS-UPDRS,at-home-pd,12 months,painothrsensscore_m12
MDSUPDRSPainOthrSensScore,MDS-UPDRS,at-home-pd,24 months,painothrsensscore_m12
MDSUPDRSPainOthrSensScore,MDS-UPDRS,at-home-pd,36 months,painothrsensscore_m12_as
MDSUPDRSPainOthrSensScore,MDS-UPDRS,super-pd,Baseline,NA
MDSUPDRSPainOthrSensScore,MDS-UPDRS,super-pd,Physician_ON,NA
MDSUPDRSPainOthrSensScore,MDS-UPDRS,super-pd,Physician_OFF,mdsupdrspainothrsensscore_spd
MDSUPDRSRteHndScore,MDS-UPDRS,at-home-pd,Baseline,mdsupdrsrtehndscore
MDSUPDRSRteHndScore,MDS-UPDRS,at-home-pd,12 months,mdsupdrsrtehndscore
MDSUPDRSRteHndScore,MDS-UPDRS,at-home-pd,24 months,mdsupdrsrtehndscore
MDSUPDRSRteHndScore,MDS-UPDRS,at-home-pd,36 months,NA
MDSUPDRSRteHndScore,MDS-UPDRS,super-pd,Baseline,mdsupdrsrtehndscore_v2
MDSUPDRSRteHndScore,MDS-UPDRS,super-pd,Physician_ON,mdsupdrsrtehndscore_2
MDSUPDRSRteHndScore,MDS-UPDRS,super-pd,Physician_OFF,mdsupdrsrtehndscore_spd
MDSUPDRSTtlHrOffWDystniaNum,MDS-UPDRS,at-home-pd,Baseline,ttlhroffwdystnianu
MDSUPDRSTtlHrOffWDystniaNum,MDS-UPDRS,at-home-pd,12 months,ttlhroffwdystnianu
MDSUPDRSTtlHrOffWDystniaNum,MDS-UPDRS,at-home-pd,24 months,ttlhroffwdystnianu
MDSUPDRSTtlHrOffWDystniaNum,MDS-UPDRS,at-home-pd,36 months,NA
MDSUPDRSTtlHrOffWDystniaNum,MDS-UPDRS,super-pd,Baseline,NA
MDSUPDRSTtlHrOffWDystniaNum,MDS-UPDRS,super-pd,Physician_ON,NA
MDSUPDRSTtlHrOffWDystniaNum,MDS-UPDRS,super-pd,Physician_OFF,mdsupdrsttlhroffwdystnianu
MDSUPDRSLiteHeadStndngScore,MDS-UPDRS,at-home-pd,Baseline,liteheadstndngscor
MDSUPDRSLiteHeadStndngScore,MDS-UPDRS,at-home-pd,12 months,liteheadstndngscor_m12
MDSUPDRSLiteHeadStndngScore,MDS-UPDRS,at-home-pd,24 months,liteheadstndngscor_m12
MDSUPDRSLiteHeadStndngScore,MDS-UPDRS,at-home-pd,36 months,liteheadstndngscor_m12_as
MDSUPDRSLiteHeadStndngScore,MDS-UPDRS,super-pd,Baseline,NA
MDSUPDRSLiteHeadStndngScore,MDS-UPDRS,super-pd,Physician_ON,NA
MDSUPDRSLiteHeadStndngScore,MDS-UPDRS,super-pd,Physician_OFF,liteheadstndngscor_spd
MDSUPDRSTmSpntDyskScore,MDS-UPDRS,at-home-pd,Baseline,mdsupdrstmspntdyskscore
MDSUPDRSTmSpntDyskScore,MDS-UPDRS,at-home-pd,12 months,mdsupdrstmspntdyskscore
MDSUPDRSTmSpntDyskScore,MDS-UPDRS,at-home-pd,24 months,mdsupdrstmspntdyskscore
MDSUPDRSTmSpntDyskScore,MDS-UPDRS,at-home-pd,36 months,NA
MDSUPDRSTmSpntDyskScore,MDS-UPDRS,super-pd,Baseline,NA
MDSUPDRSTmSpntDyskScore,MDS-UPDRS,super-pd,Physician_ON,NA
MDSUPDRSTmSpntDyskScore,MDS-UPDRS,super-pd,Physician_OFF,mdsupdrstmspntdyskscore_spd
MDSUPDRSHandwritingScore,MDS-UPDRS,at-home-pd,Baseline,mdsupdrshandwritingscore
MDSUPDRSHandwritingScore,MDS-UPDRS,at-home-pd,12 months,handwritingscore_m12
MDSUPDRSHandwritingScore,MDS-UPDRS,at-home-pd,24 months,handwritingscore_m12
MDSUPDRSHandwritingScore,MDS-UPDRS,at-home-pd,36 months,handwritingscore_m12_as
MDSUPDRSHandwritingScore,MDS-UPDRS,super-pd,Baseline,NA
MDSUPDRSHandwritingScore,MDS-UPDRS,super-pd,Physician_ON,NA
MDSUPDRSHandwritingScore,MDS-UPDRS,super-pd,Physician_OFF,mdsupdrshandwritingscore_spd
MDSUPDRSPrcntDyskVal,MDS-UPDRS,at-home-pd,Baseline,mdsupdrsprcntdyskval
MDSUPDRSPrcntDyskVal,MDS-UPDRS,at-home-pd,12 months,mdsupdrsprcntdyskval
MDSUPDRSPrcntDyskVal,MDS-UPDRS,at-home-pd,24 months,mdsupdrsprcntdyskval
MDSUPDRSPrcntDyskVal,MDS-UPDRS,at-home-pd,36 months,NA
MDSUPDRSPrcntDyskVal,MDS-UPDRS,super-pd,Baseline,NA
MDSUPDRSPrcntDyskVal,MDS-UPDRS,super-pd,Physician_ON,NA
MDSUPDRSPrcntDyskVal,MDS-UPDRS,super-pd,Physician_OFF,mdsupdrsprcntdyskval_spd
MDSUPDRSTurngBedScore,MDS-UPDRS,at-home-pd,Baseline,mdsupdrsturngbedscore
MDSUPDRSTurngBedScore,MDS-UPDRS,at-home-pd,12 months,mdsupdrsturngbedscore_m12
MDSUPDRSTurngBedScore,MDS-UPDRS,at-home-pd,24 months,mdsupdrsturngbedscore_m12
MDSUPDRSTurngBedScore,MDS-UPDRS,at-home-pd,36 months,mdsupdrsturngbedscore_m12_as
MDSUPDRSTurngBedScore,MDS-UPDRS,super-pd,Baseline,NA
MDSUPDRSTurngBedScore,MDS-UPDRS,super-pd,Physician_ON,NA
MDSUPDRSTurngBedScore,MDS-UPDRS,super-pd,Physician_OFF,mdsupdrsturngbedscore_spd
MDSUPDRSUrnryProbScore,MDS-UPDRS,at-home-pd,Baseline,mdsupdrsurnryprobscore
MDSUPDRSUrnryProbScore,MDS-UPDRS,at-home-pd,12 months,urnryprobscore_m12
MDSUPDRSUrnryProbScore,MDS-UPDRS,at-home-pd,24 months,urnryprobscore_m12
MDSUPDRSUrnryProbScore,MDS-UPDRS,at-home-pd,36 months,urnryprobscore_m12_as
MDSUPDRSUrnryProbScore,MDS-UPDRS,super-pd,Baseline,NA
MDSUPDRSUrnryProbScore,MDS-UPDRS,super-pd,Physician_ON,NA
MDSUPDRSUrnryProbScore,MDS-UPDRS,super-pd,Physician_OFF,mdsupdrsurnryprobscore_spd
MDSUPDRSTremorScore,MDS-UPDRS,at-home-pd,Baseline,mdsupdrstremorscore
MDSUPDRSTremorScore,MDS-UPDRS,at-home-pd,12 months,mdsupdrstremorscore_m12
MDSUPDRSTremorScore,MDS-UPDRS,at-home-pd,24 months,mdsupdrstremorscore_m12
MDSUPDRSTremorScore,MDS-UPDRS,at-home-pd,36 months,mdsupdrstremorscore_m12_as
MDSUPDRSTremorScore,MDS-UPDRS,super-pd,Baseline,NA
MDSUPDRSTremorScore,MDS-UPDRS,super-pd,Physician_ON,NA
MDSUPDRSTremorScore,MDS-UPDRS,super-pd,Physician_OFF,mdsupdrstremorscore_spd
MDSUPDRSLftHndScore,MDS-UPDRS,at-home-pd,Baseline,mdsupdrslfthndscore
MDSUPDRSLftHndScore,MDS-UPDRS,at-home-pd,12 months,mdsupdrslfthndscore
MDSUPDRSLftHndScore,MDS-UPDRS,at-home-pd,24 months,mdsupdrslfthndscore
MDSUPDRSLftHndScore,MDS-UPDRS,at-home-pd,36 months,NA
MDSUPDRSLftHndScore,MDS-UPDRS,super-pd,Baseline,mdsupdrslfthndscore_v2
MDSUPDRSLftHndScore,MDS-UPDRS,super-pd,Physician_ON,mdsupdrslfthndscore_2
MDSUPDRSLftHndScore,MDS-UPDRS,super-pd,Physician_OFF,mdsupdrslfthndscore_spd
MDSUPDRSNeckRigidScore,MDS-UPDRS,at-home-pd,Baseline,NA
MDSUPDRSNeckRigidScore,MDS-UPDRS,at-home-pd,12 months,NA
MDSUPDRSNeckRigidScore,MDS-UPDRS,at-home-pd,24 months,NA
MDSUPDRSNeckRigidScore,MDS-UPDRS,at-home-pd,36 months,NA
MDSUPDRSNeckRigidScore,MDS-UPDRS,super-pd,Baseline,NA
MDSUPDRSNeckRigidScore,MDS-UPDRS,super-pd,Physician_ON,mdsupdrsrigidityneck_2
MDSUPDRSNeckRigidScore,MDS-UPDRS,super-pd,Physician_OFF,mdsupdrsrigidityneck
TobcoUseStopAgeVal,BehavioralHistory,at-home-pd,Baseline,NA
TobcoUseStopAgeVal,BehavioralHistory,at-home-pd,12 months,NA
TobcoUseStopAgeVal,BehavioralHistory,at-home-pd,24 months,NA
TobcoUseStopAgeVal,BehavioralHistory,at-home-pd,36 months,NA
TobcoUseStopAgeVal,BehavioralHistory,super-pd,Baseline,NA
TobcoUseStopAgeVal,BehavioralHistory,super-pd,Physician_ON,NA
TobcoUseStopAgeVal,BehavioralHistory,super-pd,Physician_OFF,NA
TobcoRcntUseIndPDBP,BehavioralHistory,at-home-pd,Baseline,NA
TobcoRcntUseIndPDBP,BehavioralHistory,at-home-pd,12 months,NA
TobcoRcntUseIndPDBP,BehavioralHistory,at-home-pd,24 months,NA
TobcoRcntUseIndPDBP,BehavioralHistory,at-home-pd,36 months,NA
TobcoRcntUseIndPDBP,BehavioralHistory,super-pd,Baseline,NA
TobcoRcntUseIndPDBP,BehavioralHistory,super-pd,Physician_ON,NA
TobcoRcntUseIndPDBP,BehavioralHistory,super-pd,Physician_OFF,NA
DrgSubIllctUseCatPDBP,BehavioralHistory,at-home-pd,Baseline,NA
DrgSubIllctUseCatPDBP,BehavioralHistory,at-home-pd,12 months,NA
DrgSubIllctUseCatPDBP,BehavioralHistory,at-home-pd,24 months,NA
DrgSubIllctUseCatPDBP,BehavioralHistory,at-home-pd,36 months,NA
DrgSubIllctUseCatPDBP,BehavioralHistory,super-pd,Baseline,NA
DrgSubIllctUseCatPDBP,BehavioralHistory,super-pd,Physician_ON,NA
DrgSubIllctUseCatPDBP,BehavioralHistory,super-pd,Physician_OFF,NA
AlcUseStopAgeVal,BehavioralHistory,at-home-pd,Baseline,NA
AlcUseStopAgeVal,BehavioralHistory,at-home-pd,12 months,NA
AlcUseStopAgeVal,BehavioralHistory,at-home-pd,24 months,NA
AlcUseStopAgeVal,BehavioralHistory,at-home-pd,36 months,NA
AlcUseStopAgeVal,BehavioralHistory,super-pd,Baseline,NA
AlcUseStopAgeVal,BehavioralHistory,super-pd,Physician_ON,NA
AlcUseStopAgeVal,BehavioralHistory,super-pd,Physician_OFF,NA
EverUsedTobaccoInd,BehavioralHistory,at-home-pd,Baseline,NA
EverUsedTobaccoInd,BehavioralHistory,at-home-pd,12 months,NA
EverUsedTobaccoInd,BehavioralHistory,at-home-pd,24 months,NA
EverUsedTobaccoInd,BehavioralHistory,at-home-pd,36 months,NA
EverUsedTobaccoInd,BehavioralHistory,super-pd,Baseline,NA
EverUsedTobaccoInd,BehavioralHistory,super-pd,Physician_ON,NA
EverUsedTobaccoInd,BehavioralHistory,super-pd,Physician_OFF,NA
EverUsedAlcoholInd,BehavioralHistory,at-home-pd,Baseline,NA
EverUsedAlcoholInd,BehavioralHistory,at-home-pd,12 months,NA
EverUsedAlcoholInd,BehavioralHistory,at-home-pd,24 months,NA
EverUsedAlcoholInd,BehavioralHistory,at-home-pd,36 months,NA
EverUsedAlcoholInd,BehavioralHistory,super-pd,Baseline,NA
EverUsedAlcoholInd,BehavioralHistory,super-pd,Physician_ON,NA
EverUsedAlcoholInd,BehavioralHistory,super-pd,Physician_OFF,NA
DrgSubstCurrntIllicitUseCat,BehavioralHistory,at-home-pd,Baseline,NA
DrgSubstCurrntIllicitUseCat,BehavioralHistory,at-home-pd,12 months,NA
DrgSubstCurrntIllicitUseCat,BehavioralHistory,at-home-pd,24 months,NA
DrgSubstCurrntIllicitUseCat,BehavioralHistory,at-home-pd,36 months,NA
DrgSubstCurrntIllicitUseCat,BehavioralHistory,super-pd,Baseline,NA
DrgSubstCurrntIllicitUseCat,BehavioralHistory,super-pd,Physician_ON,NA
DrgSubstCurrntIllicitUseCat,BehavioralHistory,super-pd,Physician_OFF,NA
AlcConsume6MoreDrinkFreq,BehavioralHistory,at-home-pd,Baseline,NA
AlcConsume6MoreDrinkFreq,BehavioralHistory,at-home-pd,12 months,NA
AlcConsume6MoreDrinkFreq,BehavioralHistory,at-home-pd,24 months,NA
AlcConsume6MoreDrinkFreq,BehavioralHistory,at-home-pd,36 months,NA
AlcConsume6MoreDrinkFreq,BehavioralHistory,super-pd,Baseline,NA
AlcConsume6MoreDrinkFreq,BehavioralHistory,super-pd,Physician_ON,NA
AlcConsume6MoreDrinkFreq,BehavioralHistory,super-pd,Physician_OFF,NA
AlcUseRelatedHospInd,BehavioralHistory,at-home-pd,Baseline,NA
AlcUseRelatedHospInd,BehavioralHistory,at-home-pd,12 months,NA
AlcUseRelatedHospInd,BehavioralHistory,at-home-pd,24 months,NA
AlcUseRelatedHospInd,BehavioralHistory,at-home-pd,36 months,NA
AlcUseRelatedHospInd,BehavioralHistory,super-pd,Baseline,NA
AlcUseRelatedHospInd,BehavioralHistory,super-pd,Physician_ON,NA
AlcUseRelatedHospInd,BehavioralHistory,super-pd,Physician_OFF,NA
TobcoPriorUseInd,BehavioralHistory,at-home-pd,Baseline,NA
TobcoPriorUseInd,BehavioralHistory,at-home-pd,12 months,NA
TobcoPriorUseInd,BehavioralHistory,at-home-pd,24 months,NA
TobcoPriorUseInd,BehavioralHistory,at-home-pd,36 months,NA
TobcoPriorUseInd,BehavioralHistory,super-pd,Baseline,NA
TobcoPriorUseInd,BehavioralHistory,super-pd,Physician_ON,NA
TobcoPriorUseInd,BehavioralHistory,super-pd,Physician_OFF,NA
TobcoUseStrtAgeVal,BehavioralHistory,at-home-pd,Baseline,NA
TobcoUseStrtAgeVal,BehavioralHistory,at-home-pd,12 months,NA
TobcoUseStrtAgeVal,BehavioralHistory,at-home-pd,24 months,NA
TobcoUseStrtAgeVal,BehavioralHistory,at-home-pd,36 months,NA
TobcoUseStrtAgeVal,BehavioralHistory,super-pd,Baseline,NA
TobcoUseStrtAgeVal,BehavioralHistory,super-pd,Physician_ON,NA
TobcoUseStrtAgeVal,BehavioralHistory,super-pd,Physician_OFF,NA
AlcRcntUseIndPDBP,BehavioralHistory,at-home-pd,Baseline,NA
AlcRcntUseIndPDBP,BehavioralHistory,at-home-pd,12 months,NA
AlcRcntUseIndPDBP,BehavioralHistory,at-home-pd,24 months,NA
AlcRcntUseIndPDBP,BehavioralHistory,at-home-pd,36 months,NA
AlcRcntUseIndPDBP,BehavioralHistory,super-pd,Baseline,NA
AlcRcntUseIndPDBP,BehavioralHistory,super-pd,Physician_ON,NA
AlcRcntUseIndPDBP,BehavioralHistory,super-pd,Physician_OFF,NA
AlcPriorUseInd,BehavioralHistory,at-home-pd,Baseline,NA
AlcPriorUseInd,BehavioralHistory,at-home-pd,12 months,NA
AlcPriorUseInd,BehavioralHistory,at-home-pd,24 months,NA
AlcPriorUseInd,BehavioralHistory,at-home-pd,36 months,NA
AlcPriorUseInd,BehavioralHistory,super-pd,Baseline,NA
AlcPriorUseInd,BehavioralHistory,super-pd,Physician_ON,NA
AlcPriorUseInd,BehavioralHistory,super-pd,Physician_OFF,NA
TobcoProdctUsedTypPDBP,BehavioralHistory,at-home-pd,Baseline,NA
TobcoProdctUsedTypPDBP,BehavioralHistory,at-home-pd,12 months,NA
TobcoProdctUsedTypPDBP,BehavioralHistory,at-home-pd,24 months,NA
TobcoProdctUsedTypPDBP,BehavioralHistory,at-home-pd,36 months,NA
TobcoProdctUsedTypPDBP,BehavioralHistory,super-pd,Baseline,NA
TobcoProdctUsedTypPDBP,BehavioralHistory,super-pd,Physician_ON,NA
TobcoProdctUsedTypPDBP,BehavioralHistory,super-pd,Physician_OFF,NA
AlcUseStrtAgeVal,BehavioralHistory,at-home-pd,Baseline,NA
AlcUseStrtAgeVal,BehavioralHistory,at-home-pd,12 months,NA
AlcUseStrtAgeVal,BehavioralHistory,at-home-pd,24 months,NA
AlcUseStrtAgeVal,BehavioralHistory,at-home-pd,36 months,NA
AlcUseStrtAgeVal,BehavioralHistory,super-pd,Baseline,NA
AlcUseStrtAgeVal,BehavioralHistory,super-pd,Physician_ON,NA
AlcUseStrtAgeVal,BehavioralHistory,super-pd,Physician_OFF,NA
TobcoCigaretSmokedDlyAvgNum,BehavioralHistory,at-home-pd,Baseline,NA
TobcoCigaretSmokedDlyAvgNum,BehavioralHistory,at-home-pd,12 months,NA
TobcoCigaretSmokedDlyAvgNum,BehavioralHistory,at-home-pd,24 months,NA
TobcoCigaretSmokedDlyAvgNum,BehavioralHistory,at-home-pd,36 months,NA
TobcoCigaretSmokedDlyAvgNum,BehavioralHistory,super-pd,Baseline,NA
TobcoCigaretSmokedDlyAvgNum,BehavioralHistory,super-pd,Physician_ON,NA
TobcoCigaretSmokedDlyAvgNum,BehavioralHistory,super-pd,Physician_OFF,NA
AlcCurntUseInd,BehavioralHistory,at-home-pd,Baseline,NA
AlcCurntUseInd,BehavioralHistory,at-home-pd,12 months,NA
AlcCurntUseInd,BehavioralHistory,at-home-pd,24 months,NA
AlcCurntUseInd,BehavioralHistory,at-home-pd,36 months,NA
AlcCurntUseInd,BehavioralHistory,super-pd,Baseline,NA
AlcCurntUseInd,BehavioralHistory,super-pd,Physician_ON,NA
AlcCurntUseInd,BehavioralHistory,super-pd,Physician_OFF,NA
TobcoUseCurntInd,BehavioralHistory,at-home-pd,Baseline,NA
TobcoUseCurntInd,BehavioralHistory,at-home-pd,12 months,NA
TobcoUseCurntInd,BehavioralHistory,at-home-pd,24 months,NA
TobcoUseCurntInd,BehavioralHistory,at-home-pd,36 months,NA
TobcoUseCurntInd,BehavioralHistory,super-pd,Baseline,NA
TobcoUseCurntInd,BehavioralHistory,super-pd,Physician_ON,NA
TobcoUseCurntInd,BehavioralHistory,super-pd,Physician_OFF,NA
AlcDrinkingDayAvgDrinks,BehavioralHistory,at-home-pd,Baseline,NA
AlcDrinkingDayAvgDrinks,BehavioralHistory,at-home-pd,12 months,NA
AlcDrinkingDayAvgDrinks,BehavioralHistory,at-home-pd,24 months,NA
AlcDrinkingDayAvgDrinks,BehavioralHistory,at-home-pd,36 months,NA
AlcDrinkingDayAvgDrinks,BehavioralHistory,super-pd,Baseline,NA
AlcDrinkingDayAvgDrinks,BehavioralHistory,super-pd,Physician_ON,NA
AlcDrinkingDayAvgDrinks,BehavioralHistory,super-pd,Physician_OFF,NA
AlcUseFreq,BehavioralHistory,at-home-pd,Baseline,NA
AlcUseFreq,BehavioralHistory,at-home-pd,12 months,NA
AlcUseFreq,BehavioralHistory,at-home-pd,24 months,NA
AlcUseFreq,BehavioralHistory,at-home-pd,36 months,NA
AlcUseFreq,BehavioralHistory,super-pd,Baseline,NA
