field_name,form_name,title,element type,version,definition,short description,datatype,maximum character quantity,input restriction,minimum value,maximum value,permissible values,permissible value descriptions,permissible value output codes,Item Response OID,Element OID,unit of measure,guidelines/instructions,notes,preferred question text,keywords,references,population.all,domain.general (for all diseases),domain.traumatic brain injury,domain.Parkinson's disease,domain.Friedreich's ataxia,domain.stroke,domain.amyotrophic lateral sclerosis,domain.Huntington's disease,domain.multiple sclerosis,domain.neuromuscular diseases,domain.myasthenia gravis,domain.spinal muscular atrophy,domain.Duchenne muscular dystrophy/Becker muscular dystrophy,domain.congenital muscular dystrophy,domain.spinal cord injury,domain.headache,domain.epilepsy,classification.general (for all diseases),classification.acute hospitalized,classification.concussion/mild TBI,classification.epidemiology,classification.moderate/severe TBI: rehabilitation,classification.Parkinson's disease,classification.Friedreich's ataxia,classification.stroke,classification.amyotrophic lateral sclerosis,classification.Huntington's disease,classification.multiple sclerosis,classification.neuromuscular diseases,classification.myasthenia gravis,classification.spinal muscular atrophy,classification.Duchenne muscular dystrophy/Becker muscular dystrophy,classification.congenital muscular dystrophy,classification.spinal cord injury,classification.headache,classification.epilepsy,historical notes,Label(s),see also,submitting organization name,submitting contact name,submitting contact information,effective date,until date,steward organization name,steward contact name,steward contact information,creation date,last change date,administrative status,CAT OID,Form Item OID
PDQ_39_TotalScore_CogImpairmnt,PDQ-39,Parkinson's Disease Questionnaire (PDQ-39) - cognitive impairment (cognitions) total score,Unique Data Element,1,Parkinson's Disease Questionnaire (PDQ-39) - cognitive impairment (cognitions) total score,PDQ-39 - the total score for cognitive impairment (Cognitions),Numeric Values,NA,Free-Form Entry,0,100,NA,NA,NA,NA,NA,NA,Enter the total score for the subject cognitive impairment,PDQ-39-TotalScore-Cognitive impairment (Cognitions),Enter the total score for the subject cognitive impairment,NA,"PDQ-39 Copyright Isis Innovation Limited, 1993. All rights reserved. 
Adapted from English (UK) to English (USA) in 1996 by Health Research Associates, Inc.
Mikie Welsh and the Parkinson Study Group (Trademark) are the copyright holders for the PDQUALIF Copyright.  The instrument may not be reproduced or translated in whole or in part without the express written permission of the lead author, Mickie Welsh.  See http://pdqualif.com for full terms and use and licensing information.

Development and Testing of the Parkinson's Disease Quality of Life Scale (PDQUALIF)Welsh et al. 2003 Mov Dis 18(6) 637-645.

A Controlled Trial of Rasagiline in Early PD The TEMPO Study. Parkinson Study Group. 2002 Arch Neurol 59: 1937-1943

Pramipexole vs. Levodopa as Initial Treatment for Parkinson's Disease. The Parkinson Study Group. Arch Neurol. 2004;(61): 1044-1053.

A Randomized Placebo-Controlled Trial of Rasagiline in Levodopa-Treated patients with Parkinson Disease and Motor Fluctuations The Presto Study, The Parkinson Study Group 2005 Arch Neurol 62 241-248.

Does Levodopa slow or hasten the rate of progression of Parkinson's disease? JNeurol 2005;(22):731-40.

SF-36 includes less Parkinson Disease targeted content but is more responsive to change than two PD-targeted Healths-related quality of life measures. Brown et al 1009 Qual Life Res 18-1219-1237",Adult,NA,NA,Outcomes and End Points.Quality of Life,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
PDQ_39_TotalScore_Communcation,PDQ-39,Parkinson's Disease Questionnaire (PDQ-39) - communication total score,Unique Data Element,1,Parkinson's Disease Questionnaire (PDQ-39) - communication total score,PDQ-39 - the total Score for communication,Numeric Values,NA,Free-Form Entry,0,100,NA,NA,NA,NA,NA,NA,Enter the total score for the subject communication,PDQ-39-TotalScore-Communication,Enter the total score for the subject communication,NA,"PDQ-39 Copyright Isis Innovation Limited, 1993. All rights reserved. 
Adapted from English (UK) to English (USA) in 1996 by Health Research Associates, Inc.
Mikie Welsh and the Parkinson Study Group (Trademark) are the copyright holders for the PDQUALIF Copyright.  The instrument may not be reproduced or translated in whole or in part without the express written permission of the lead author, Mickie Welsh.  See http://pdqualif.com for full terms and use and licensing information.

Development and Testing of the Parkinson's Disease Quality of Life Scale (PDQUALIF)Welsh et al. 2003 Mov Dis 18(6) 637-645.

A Controlled Trial of Rasagiline in Early PD The TEMPO Study. Parkinson Study Group. 2002 Arch Neurol 59: 1937-1943

Pramipexole vs. Levodopa as Initial Treatment for Parkinson's Disease. The Parkinson Study Group. Arch Neurol. 2004;(61): 1044-1053.

A Randomized Placebo-Controlled Trial of Rasagiline in Levodopa-Treated patients with Parkinson Disease and Motor Fluctuations The Presto Study, The Parkinson Study Group 2005 Arch Neurol 62 241-248.

Does Levodopa slow or hasten the rate of progression of Parkinson's disease? JNeurol 2005;(22):731-40.

SF-36 includes less Parkinson Disease targeted content but is more responsive to change than two PD-targeted Healths-related quality of life measures. Brown et al 1009 Qual Life Res 18-1219-1237",Adult,NA,NA,Outcomes and End Points.Quality of Life,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
PDQ_39_TotalScore_Emotional,PDQ-39,Parkinson's Disease Questionnaire (PDQ-39) -emotional well being total score,Unique Data Element,1,Parkinson's Disease Questionnaire (PDQ-39) -emotional well being total score,PDQ-39 - the total score for emotional well being,Numeric Values,NA,Free-Form Entry,0,100,NA,NA,NA,NA,NA,NA,Enter the total score for the subject emotional well being,PDQ-39-TotalScore-Emotional well being,Enter the total score for the subject emotional well being,NA,"PDQ-39 Copyright Isis Innovation Limited, 1993. All rights reserved. 
Adapted from English (UK) to English (USA) in 1996 by Health Research Associates, Inc.
Mikie Welsh and the Parkinson Study Group (Trademark) are the copyright holders for the PDQUALIF Copyright.  The instrument may not be reproduced or translated in whole or in part without the express written permission of the lead author, Mickie Welsh.  See http://pdqualif.com for full terms and use and licensing information.

Development and Testing of the Parkinson's Disease Quality of Life Scale (PDQUALIF)Welsh et al. 2003 Mov Dis 18(6) 637-645.

A Controlled Trial of Rasagiline in Early PD The TEMPO Study. Parkinson Study Group. 2002 Arch Neurol 59: 1937-1943

Pramipexole vs. Levodopa as Initial Treatment for Parkinson's Disease. The Parkinson Study Group. Arch Neurol. 2004;(61): 1044-1053.

A Randomized Placebo-Controlled Trial of Rasagiline in Levodopa-Treated patients with Parkinson Disease and Motor Fluctuations The Presto Study, The Parkinson Study Group 2005 Arch Neurol 62 241-248.

Does Levodopa slow or hasten the rate of progression of Parkinson's disease? JNeurol 2005;(22):731-40.

SF-36 includes less Parkinson Disease targeted content but is more responsive to change than two PD-targeted Healths-related quality of life measures. Brown et al 1009 Qual Life Res 18-1219-1237",Adult,NA,NA,Outcomes and End Points.Quality of Life,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
PDQ_39_TotalScore_Mobility,PDQ-39,Parkinson's Disease Questionnaire (PDQ-39) - mobility total score,Unique Data Element,1,Parkinson's Disease Questionnaire (PDQ-39) - mobility total score,PDQ-39 - the total score for mobility,Numeric Values,NA,Free-Form Entry,0,100,NA,NA,NA,NA,NA,NA,Enter the total score for the subject mobility,PDQ-39-TotalScore-Mobility,Enter the total score for the subject mobility,NA,"PDQ-39 Copyright Isis Innovation Limited, 1993. All rights reserved. 
Adapted from English (UK) to English (USA) in 1996 by Health Research Associates, Inc.
Mikie Welsh and the Parkinson Study Group (Trademark) are the copyright holders for the PDQUALIF Copyright.  The instrument may not be reproduced or translated in whole or in part without the express written permission of the lead author, Mickie Welsh.  See http://pdqualif.com for full terms and use and licensing information.

Development and Testing of the Parkinson's Disease Quality of Life Scale (PDQUALIF)Welsh et al. 2003 Mov Dis 18(6) 637-645.

A Controlled Trial of Rasagiline in Early PD The TEMPO Study. Parkinson Study Group. 2002 Arch Neurol 59: 1937-1943

Pramipexole vs. Levodopa as Initial Treatment for Parkinson's Disease. The Parkinson Study Group. Arch Neurol. 2004;(61): 1044-1053.

A Randomized Placebo-Controlled Trial of Rasagiline in Levodopa-Treated patients with Parkinson Disease and Motor Fluctuations The Presto Study, The Parkinson Study Group 2005 Arch Neurol 62 241-248.

Does Levodopa slow or hasten the rate of progression of Parkinson's disease? JNeurol 2005;(22):731-40.

SF-36 includes less Parkinson Disease targeted content but is more responsive to change than two PD-targeted Healths-related quality of life measures. Brown et al 1009 Qual Life Res 18-1219-1237",Adult,NA,NA,Outcomes and End Points.Quality of Life,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
PDQ_39_TotalScore_SocialSuprt,PDQ-39,Parkinson's Disease Questionnaire (PDQ-39) - social support total score,Unique Data Element,1,Parkinson's Disease Questionnaire (PDQ-39) - social support total score,PDQ-39 - the total score for social support,Numeric Values,NA,Free-Form Entry,0,100,NA,NA,NA,NA,NA,NA,Enter the total score for the subject social support,PDQ-39-TotalScore-Social support,Enter the total score for the subject social support,NA,"PDQ-39 Copyright Isis Innovation Limited, 1993. All rights reserved. 
Adapted from English (UK) to English (USA) in 1996 by Health Research Associates, Inc.
Mikie Welsh and the Parkinson Study Group (Trademark) are the copyright holders for the PDQUALIF Copyright.  The instrument may not be reproduced or translated in whole or in part without the express written permission of the lead author, Mickie Welsh.  See http://pdqualif.com for full terms and use and licensing information.

Development and Testing of the Parkinson's Disease Quality of Life Scale (PDQUALIF)Welsh et al. 2003 Mov Dis 18(6) 637-645.

A Controlled Trial of Rasagiline in Early PD The TEMPO Study. Parkinson Study Group. 2002 Arch Neurol 59: 1937-1943

Pramipexole vs. Levodopa as Initial Treatment for Parkinson's Disease. The Parkinson Study Group. Arch Neurol. 2004;(61): 1044-1053.

A Randomized Placebo-Controlled Trial of Rasagiline in Levodopa-Treated patients with Parkinson Disease and Motor Fluctuations The Presto Study, The Parkinson Study Group 2005 Arch Neurol 62 241-248.

Does Levodopa slow or hasten the rate of progression of Parkinson's disease? JNeurol 2005;(22):731-40.

SF-36 includes less Parkinson Disease targeted content but is more responsive to change than two PD-targeted Healths-related quality of life measures. Brown et al 1009 Qual Life Res 18-1219-1237",Adult,NA,NA,Outcomes and End Points.Quality of Life,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
PDQ_39_TotalScore_Stigma,PDQ-39,Parkinson's Disease Questionnaire (PDQ-39) - stigma total score,Unique Data Element,1,Parkinson's Disease Questionnaire (PDQ-39) - stigma total score,PDQ-39 - the total Score for stigma,Numeric Values,NA,Free-Form Entry,0,100,NA,NA,NA,NA,NA,NA,Enter the total score for the subject stigma,PDQ-39-TotalScore-Stigma,Enter the total score for the subject stigma,NA,"PDQ-39 Copyright Isis Innovation Limited, 1993. All rights reserved. 
Adapted from English (UK) to English (USA) in 1996 by Health Research Associates, Inc.
Mikie Welsh and the Parkinson Study Group (Trademark) are the copyright holders for the PDQUALIF Copyright.  The instrument may not be reproduced or translated in whole or in part without the express written permission of the lead author, Mickie Welsh.  See http://pdqualif.com for full terms and use and licensing information.

Development and Testing of the Parkinson's Disease Quality of Life Scale (PDQUALIF)Welsh et al. 2003 Mov Dis 18(6) 637-645.

A Controlled Trial of Rasagiline in Early PD The TEMPO Study. Parkinson Study Group. 2002 Arch Neurol 59: 1937-1943

Pramipexole vs. Levodopa as Initial Treatment for Parkinson's Disease. The Parkinson Study Group. Arch Neurol. 2004;(61): 1044-1053.

A Randomized Placebo-Controlled Trial of Rasagiline in Levodopa-Treated patients with Parkinson Disease and Motor Fluctuations The Presto Study, The Parkinson Study Group 2005 Arch Neurol 62 241-248.

Does Levodopa slow or hasten the rate of progression of Parkinson's disease? JNeurol 2005;(22):731-40.

SF-36 includes less Parkinson Disease targeted content but is more responsive to change than two PD-targeted Healths-related quality of life measures. Brown et al 1009 Qual Life Res 18-1219-1237",Adult,NA,NA,Outcomes and End Points.Quality of Life,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
PDQ_39_UnexpctdSleep,PDQ-39,Parkinson's Disease Questionnaire (PDQ-39) - unexpectedly falling asleep during the day scale,Unique Data Element,1,Parkinson's Disease Questionnaire (PDQ-39) - unexpectedly falling asleep during the day scale. Indicates if the subject reported unexpectedly fallen asleep during the day,PDQ-39 - unexpectedly falling asleep during the day scale,Alphanumeric,NA,Single Pre-Defined Value Selected,NA,NA,Always or cannot do at all;Never;Occasionally;Often;Sometimes,Always or cannot do at all;Never;Occasionally;Often;Sometimes,;;;;,NA,NA,NA,Select the answer which best describes your personal situation.,PDQ-39-Q30,Unexpectedly fallen asleep during the day?,NA,"PDQ-39 Copyright Isis Innovation Limited, 1993. All rights reserved. 
Adapted from English (UK) to English (USA) in 1996 by Health Research Associates, Inc.
Mikie Welsh and the Parkinson Study Group (Trademark) are the copyright holders for the PDQUALIF Copyright.  The instrument may not be reproduced or translated in whole or in part without the express written permission of the lead author, Mickie Welsh.  See http://pdqualif.com for full terms and use and licensing information.

Development and Testing of the Parkinson's Disease Quality of Life Scale (PDQUALIF)Welsh et al. 2003 Mov Dis 18(6) 637-645.

A Controlled Trial of Rasagiline in Early PD The TEMPO Study. Parkinson Study Group. 2002 Arch Neurol 59: 1937-1943

Pramipexole vs. Levodopa as Initial Treatment for Parkinson's Disease. The Parkinson Study Group. Arch Neurol. 2004;(61): 1044-1053.

A Randomized Placebo-Controlled Trial of Rasagiline in Levodopa-Treated patients with Parkinson Disease and Motor Fluctuations The Presto Study, The Parkinson Study Group 2005 Arch Neurol 62 241-248.

Does Levodopa slow or hasten the rate of progression of Parkinson's disease? JNeurol 2005;(22):731-40.

SF-36 includes less Parkinson Disease targeted content but is more responsive to change than two PD-targeted Healths-related quality of life measures. Brown et al 1009 Qual Life Res 18-1219-1237",Adult,NA,NA,Outcomes and End Points.Quality of Life,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
PDQ_39_WalkingBlock,PDQ-39,Parkinson's Disease Questionnaire (PDQ-39) - problems walking for one block scale,Unique Data Element,1,Parkinson's Disease Questionnaire (PDQ-39) - problems walking for one block scale. Indicates if the subject had problems walking approximately 1 block,PDQ-39 - problems walking for 1 block scale,Alphanumeric,NA,Single Pre-Defined Value Selected,NA,NA,Always or cannot do at all;Never;Occasionally;Often;Sometimes,Always or cannot do at all;Never;Occasionally;Often;Sometimes,;;;;,NA,NA,NA,Select the answer which best describes your personal situation.,PDQ-39-Q5,Had problems walking 100 yards (approximately 1 block)?,NA,"PDQ-39 Copyright Isis Innovation Limited, 1993. All rights reserved. 
Adapted from English (UK) to English (USA) in 1996 by Health Research Associates, Inc.
Mikie Welsh and the Parkinson Study Group (Trademark) are the copyright holders for the PDQUALIF Copyright.  The instrument may not be reproduced or translated in whole or in part without the express written permission of the lead author, Mickie Welsh.  See http://pdqualif.com for full terms and use and licensing information.

Development and Testing of the Parkinson's Disease Quality of Life Scale (PDQUALIF)Welsh et al. 2003 Mov Dis 18(6) 637-645.

A Controlled Trial of Rasagiline in Early PD The TEMPO Study. Parkinson Study Group. 2002 Arch Neurol 59: 1937-1943

Pramipexole vs. Levodopa as Initial Treatment for Parkinson's Disease. The Parkinson Study Group. Arch Neurol. 2004;(61): 1044-1053.

A Randomized Placebo-Controlled Trial of Rasagiline in Levodopa-Treated patients with Parkinson Disease and Motor Fluctuations The Presto Study, The Parkinson Study Group 2005 Arch Neurol 62 241-248.

Does Levodopa slow or hasten the rate of progression of Parkinson's disease? JNeurol 2005;(22):731-40.

SF-36 includes less Parkinson Disease targeted content but is more responsive to change than two PD-targeted Healths-related quality of life measures. Brown et al 1009 Qual Life Res 18-1219-1237",Adult,NA,NA,Outcomes and End Points.Quality of Life,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
PDQ_39_WalkingHalfMile,PDQ-39,Parkinson's Disease Questionnaire (PDQ-39) - problems walking for a half mile scale,Unique Data Element,1,Parkinson's Disease Questionnaire (PDQ-39) - problems walking for a half mile scale. Indicates if the subject had problems walking for half a mile,PDQ-39 - problems walking for 0.5  mile scale,Alphanumeric,NA,Single Pre-Defined Value Selected,NA,NA,Always or cannot do at all;Never;Occasionally;Often;Sometimes,Always or cannot do at all;Never;Occasionally;Often;Sometimes,;;;;,NA,NA,NA,Select the answer which best describes your personal situation.,PDQ-39-Q4,Had problems walking half a mile?,NA,"PDQ-39 Copyright Isis Innovation Limited, 1993. All rights reserved. 
Adapted from English (UK) to English (USA) in 1996 by Health Research Associates, Inc.
Mikie Welsh and the Parkinson Study Group (Trademark) are the copyright holders for the PDQUALIF Copyright.  The instrument may not be reproduced or translated in whole or in part without the express written permission of the lead author, Mickie Welsh.  See http://pdqualif.com for full terms and use and licensing information.

Development and Testing of the Parkinson's Disease Quality of Life Scale (PDQUALIF)Welsh et al. 2003 Mov Dis 18(6) 637-645.

A Controlled Trial of Rasagiline in Early PD The TEMPO Study. Parkinson Study Group. 2002 Arch Neurol 59: 1937-1943

Pramipexole vs. Levodopa as Initial Treatment for Parkinson's Disease. The Parkinson Study Group. Arch Neurol. 2004;(61): 1044-1053.

A Randomized Placebo-Controlled Trial of Rasagiline in Levodopa-Treated patients with Parkinson Disease and Motor Fluctuations The Presto Study, The Parkinson Study Group 2005 Arch Neurol 62 241-248.

Does Levodopa slow or hasten the rate of progression of Parkinson's disease? JNeurol 2005;(22):731-40.

SF-36 includes less Parkinson Disease targeted content but is more responsive to change than two PD-targeted Healths-related quality of life measures. Brown et al 1009 Qual Life Res 18-1219-1237",Adult,NA,NA,Outcomes and End Points.Quality of Life,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
PDQ_39_Worried,PDQ-39,Parkinson's Disease Questionnaire (PDQ-39) - feeling worried scale,Unique Data Element,1,Parkinson's Disease Questionnaire (PDQ-39) - feeling worried scale. Indicates if the subject reported feeling worried about his/her  future,PDQ-39 - feeling worried scale,Alphanumeric,NA,Single Pre-Defined Value Selected,NA,NA,Always or cannot do at all;Never;Occasionally;Often;Sometimes,Always or cannot do at all;Never;Occasionally;Often;Sometimes,;;;;,NA,NA,NA,Select the answer which best describes your personal situation.,PDQ-39-Q22,Felt worried about your future?,NA,"PDQ-39 Copyright Isis Innovation Limited, 1993. All rights reserved. 
Adapted from English (UK) to English (USA) in 1996 by Health Research Associates, Inc.
Mikie Welsh and the Parkinson Study Group (Trademark) are the copyright holders for the PDQUALIF Copyright.  The instrument may not be reproduced or translated in whole or in part without the express written permission of the lead author, Mickie Welsh.  See http://pdqualif.com for full terms and use and licensing information.

Development and Testing of the Parkinson's Disease Quality of Life Scale (PDQUALIF)Welsh et al. 2003 Mov Dis 18(6) 637-645.

A Controlled Trial of Rasagiline in Early PD The TEMPO Study. Parkinson Study Group. 2002 Arch Neurol 59: 1937-1943

Pramipexole vs. Levodopa as Initial Treatment for Parkinson's Disease. The Parkinson Study Group. Arch Neurol. 2004;(61): 1044-1053.

A Randomized Placebo-Controlled Trial of Rasagiline in Levodopa-Treated patients with Parkinson Disease and Motor Fluctuations The Presto Study, The Parkinson Study Group 2005 Arch Neurol 62 241-248.

Does Levodopa slow or hasten the rate of progression of Parkinson's disease? JNeurol 2005;(22):731-40.

SF-36 includes less Parkinson Disease targeted content but is more responsive to change than two PD-targeted Healths-related quality of life measures. Brown et al 1009 Qual Life Res 18-1219-1237",Adult,NA,NA,Outcomes and End Points.Quality of Life,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
PDQ_39_WorriedReaction,PDQ-39,Parkinson's Disease Questionnaire (PDQ-39) - feeling worried about other's reaction scale,Unique Data Element,1,Parkinson's Disease Questionnaire (PDQ-39) - feeling worried about other's reaction scale. Indicates if the subject reported feeling worried about other people's reaction to him/her,PDQ-39 - feeling worried about other's reaction scale,Alphanumeric,NA,Single Pre-Defined Value Selected,NA,NA,Always or cannot do at all;Never;Occasionally;Often;Sometimes,Always or cannot do at all;Never;Occasionally;Often;Sometimes,;;;;,NA,NA,NA,Select the answer which best describes your personal situation.,PDQ-39-Q26,Felt worried about other people's reaction to you?,NA,"PDQ-39 Copyright Isis Innovation Limited, 1993. All rights reserved. 
Adapted from English (UK) to English (USA) in 1996 by Health Research Associates, Inc.
Mikie Welsh and the Parkinson Study Group (Trademark) are the copyright holders for the PDQUALIF Copyright.  The instrument may not be reproduced or translated in whole or in part without the express written permission of the lead author, Mickie Welsh.  See http://pdqualif.com for full terms and use and licensing information.

Development and Testing of the Parkinson's Disease Quality of Life Scale (PDQUALIF)Welsh et al. 2003 Mov Dis 18(6) 637-645.

A Controlled Trial of Rasagiline in Early PD The TEMPO Study. Parkinson Study Group. 2002 Arch Neurol 59: 1937-1943

Pramipexole vs. Levodopa as Initial Treatment for Parkinson's Disease. The Parkinson Study Group. Arch Neurol. 2004;(61): 1044-1053.

A Randomized Placebo-Controlled Trial of Rasagiline in Levodopa-Treated patients with Parkinson Disease and Motor Fluctuations The Presto Study, The Parkinson Study Group 2005 Arch Neurol 62 241-248.

Does Levodopa slow or hasten the rate of progression of Parkinson's disease? JNeurol 2005;(22):731-40.

SF-36 includes less Parkinson Disease targeted content but is more responsive to change than two PD-targeted Healths-related quality of life measures. Brown et al 1009 Qual Life Res 18-1219-1237",Adult,NA,NA,Outcomes and End Points.Quality of Life,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
PDQ_39_Writing,PDQ-39,Parkinson's Disease Questionnaire (PDQ-39) - difficulty writing clearly scale,Unique Data Element,1,Parkinson's Disease Questionnaire (PDQ-39) - difficulty writing clearly scale. Indicates if the subject reported problems writing clearly,PDQ-39 - difficulty writing clearly scale,Alphanumeric,NA,Single Pre-Defined Value Selected,NA,NA,Always or cannot do at all;Never;Occasionally;Often;Sometimes,Always or cannot do at all;Never;Occasionally;Often;Sometimes,;;;;,NA,NA,NA,Select the answer which best describes your personal situation.,PDQ-39-Q14,Had problems writing clearly?,NA,"PDQ-39 Copyright Isis Innovation Limited, 1993. All rights reserved. 
Adapted from English (UK) to English (USA) in 1996 by Health Research Associates, Inc.
Mikie Welsh and the Parkinson Study Group (Trademark) are the copyright holders for the PDQUALIF Copyright.  The instrument may not be reproduced or translated in whole or in part without the express written permission of the lead author, Mickie Welsh.  See http://pdqualif.com for full terms and use and licensing information.

Development and Testing of the Parkinson's Disease Quality of Life Scale (PDQUALIF)Welsh et al. 2003 Mov Dis 18(6) 637-645.

A Controlled Trial of Rasagiline in Early PD The TEMPO Study. Parkinson Study Group. 2002 Arch Neurol 59: 1937-1943

Pramipexole vs. Levodopa as Initial Treatment for Parkinson's Disease. The Parkinson Study Group. Arch Neurol. 2004;(61): 1044-1053.

A Randomized Placebo-Controlled Trial of Rasagiline in Levodopa-Treated patients with Parkinson Disease and Motor Fluctuations The Presto Study, The Parkinson Study Group 2005 Arch Neurol 62 241-248.

Does Levodopa slow or hasten the rate of progression of Parkinson's disease? JNeurol 2005;(22):731-40.

SF-36 includes less Parkinson Disease targeted content but is more responsive to change than two PD-targeted Healths-related quality of life measures. Brown et al 1009 Qual Life Res 18-1219-1237",Adult,NA,NA,Outcomes and End Points.Quality of Life,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Supplemental,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,2014-04-01,Published,NA,NA
PronatSupinLftHndMvmntScore,MDS-UPDRS,Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS) - pronation supination left hand movement score,Common Data Element,1.1,"Score for the participant's/subject's ability to pronate and supinate the left hand evaluating speed, amplitude, hesitations, halts and decrementing amplitude, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)","Score for the participant's/subject's ability to pronate and supinate the left hand evaluating speed, amplitude, hesitations, halts and decrementing amplitude, as a part of Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)",Numeric Values,NA,Single Pre-Defined Value Selected,NA,NA,0;1;2;3;4;555,"Normal: No problems;Slight: Any of the following: a) the regular rhythm is broken with one or two interruptions or hesitations of the movement| b) slight slowing| c) the amplitude decrements near the end of the sequence;Mild: Any of the following: a) 3 to 5 interruptions during the movements, b) mild slowing, c) the amplitude decrements midway in the sequence;Moderate: Any of the following: a) more than 5 interruptions during the movement or at least one longer arrest (freeze) in ongoing movement, b) moderate slowing c) the amplitude decrements starting after the 1st supination-pronation sequence;Severe: Cannot or can only barely perform the task because of slowing, interruptions or decrements;Unable To Rate",0;1;2;3;4;555,NA,NA,NA,"PD:
Test each hand separately. Demonstrate the task, but do not continue to perform the task while the patient is being tested. Rate each side separately, evaluating speed, amplitude, hesitations, halts and decrementing amplitude.",MDS UPDRS Q3.6b.  CDISC variables  QSORRES  for QSTESTCD=UPD2306B,PRONATION SUPINATION MOVEMENTS OF HANDS,CDISC;MDSUPDRS,"PD:
URL: http://www.movementdisorders.org/UserFiles/New%20UPDRS%207%203%2008%20final.pdf",Adult,NA,NA,Outcomes and End Points.Motor Function,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Core,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MDS UPDRS Q3.6b,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,NA,NA,NIH/NINDS,NINDSCDE,NINDSCDE@emmes.com,2014-04-01,2020-02-05,Published,NA,NA
